	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2410	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2410	2713948	2715117	-1	C	K08325	NADP-dependent alcohol dehydrogenase [EC:1.1.-.-]								Iron-containing alcohol dehydrogenase [PF00465.22]; Iron-containing alcohol dehydrogenase [PF13685.9]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2411	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2411	2715136	2716608	-1	C	K00283	glycine dehydrogenase subunit 2 [EC:1.4.4.2]								Glycine cleavage system P-protein [PF02347.19]; Aminotransferase class-V [PF00266.22]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2412	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2412	2716619	2717980	-1	C	K00282	glycine dehydrogenase subunit 1 [EC:1.4.4.2]								Glycine cleavage system P-protein [PF02347.19]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2413	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2413	2718043	2718429	-1	C	K02437	glycine cleavage system H protein								Glycine cleavage H-protein [PF01597.22]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2414	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2414	2718467	2719153	-1	D										Aminomethyltransferase folate-binding domain [PF01571.24]; Glycine cleavage T-protein C-terminal barrel domain [PF08669.14]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2415	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2415	2719116	2719592	-1	D										Aminomethyltransferase folate-binding domain [PF01571.24]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2416	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2416	2719687	2720250	-1	C	K01507	inorganic pyrophosphatase [EC:3.6.1.1]								Inorganic pyrophosphatase [PF00719.22]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2417	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2417	2720404	2720793	1	D										Translation initiation factor SUI1 [PF01253.25]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2418	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2418	2720818	2721297	1	D										Domain of unknown function (DUF4442) [PF14539.9]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2419	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2419	2721574	2721744	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2420	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2420	2721881	2722180	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2421	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2421	2722468	2722809	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2422	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2422	2722846	2723652	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2423	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2423	2723844	2724725	-1	C	K01902	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]								CoA-ligase [PF00549.22]; CoA binding domain [PF02629.22]; Succinyl-CoA ligase like flavodoxin domain [PF13607.9]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2424	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2424	2724754	2725932	-1	C	K01903	succinyl-CoA synthetase beta subunit [EC:6.2.1.5]								ATP-grasp domain [PF08442.13]; CoA-ligase [PF00549.22]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2425	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2425	2726355	2728112	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2426	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2426	2728120	2729178	-1	D										chorismate binding enzyme [PF00425.21]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2427	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2427	2729205	2730173	-1	C	K06180	23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]								RNA pseudouridylate synthase [PF00849.25]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2428	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2428	2730213	2730941	-1	C	K15539	cytoskeleton protein RodZ								Helix-turn-helix domain [PF13413.9]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2429	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2429	2730946	2732262	-1	C	K04562	flagellar biosynthesis protein FlhG								NUBPL iron-transfer P-loop NTPase [PF10609.12]; AAA domain [PF13614.9]; Cellulose biosynthesis protein BcsQ [PF06564.15]; CobQ/CobB/MinD/ParA nucleotide binding domain [PF01656.26]; ATPase MipZ [PF09140.14]; 4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family [PF00142.21]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2430	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2430	2732478	2732924	-1	C	K02277	cytochrome c oxidase subunit IV [EC:7.1.1.9]													0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2431	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2431	2732940	2733608	-1	C	K02276	cytochrome c oxidase subunit III [EC:7.1.1.9]								Cytochrome c oxidase subunit III [PF00510.21]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2432	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2432	2733612	2734682	-1	D										Cytochrome C and Quinol oxidase polypeptide I [PF00115.23]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2433	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2433	2734679	2735305	-1	D										Cytochrome C and Quinol oxidase polypeptide I [PF00115.23]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2434	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2434	2735337	2736317	-1	C	K02275	cytochrome c oxidase subunit II [EC:7.1.1.9]								Cytochrome C oxidase subunit II, periplasmic domain [PF00116.23]; Cytochrome C oxidase subunit II, transmembrane domain [PF02790.18]; Cupredoxin-like domain [PF13473.9]; Cytochrome C oxidase, cbb3-type, subunit III [PF13442.9]; Cytochrome c [PF00034.24]					1
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2435	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2435	2736329	2737105	-1	C	K07152	protein SCO1								SCO1/SenC [PF02630.17]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2436	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2436	2737206	2737553	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2437	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2437	2737566	2738780	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2438	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2438	2738777	2739442	-1	D										Cytochrome C oxidase, cbb3-type, subunit III [PF13442.9]					1
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2439	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2439	2739447	2739986	-1	D										Alternative complex III, ActD subunit [PF11821.11]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2440	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2440	2740019	2743141	-1	D										4Fe-4S dicluster domain [PF13247.9]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2441	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2441	2743210	2743860	-1	D										Cytochrome c7 and related cytochrome c [PF14522.9]; Class III cytochrome C family [PF02085.19]; Cytochrome c3 [PF14537.9]					5
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2442	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2442	2744168	2745052	-1	C	K02257	heme o synthase [EC:2.5.1.141]								UbiA prenyltransferase family [PF01040.21]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2443	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2443	2745088	2745552	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2444	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2444	2745709	2746368	-1	C	K01091	phosphoglycolate phosphatase [EC:3.1.3.18]								Haloacid dehalogenase-like hydrolase [PF13419.9]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2445	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2445	2746372	2746773	-1	D										AraC-like ligand binding domain [PF02311.22]; ARD/ARD' family [PF03079.17]; Auxin binding protein [PF02041.19]; Cupin [PF00190.25]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2446	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2446	2746783	2747586	-1	C	K01069	hydroxyacylglutathione hydrolase [EC:3.1.2.6]								Hydroxyacylglutathione hydrolase C-terminus [PF16123.8]; Metallo-beta-lactamase superfamily [PF00753.30]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2447	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2447	2747593	2750004	-1	C	K06959	protein Tex								Tex-like protein N-terminal domain [PF09371.13]; Tex protein YqgF-like domain [PF16921.8]; HHH domain [PF17674.4]; S1 RNA binding domain [PF00575.26]; Holliday-junction resolvase-like of SPT6 [PF14639.9]; Helix-hairpin-helix motif [PF14635.9]; Helix-hairpin-helix motif [PF12836.10]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2448	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2448	2750155	2750580	-1	C	K00940	nucleoside-diphosphate kinase [EC:2.7.4.6]								Nucleoside diphosphate kinase [PF00334.22]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2449	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2449	2750722	2752266	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2450	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2450	2752288	2752524	-1	D										NifU-like domain [PF01106.20]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2451	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2451	2752725	2753840	1	C	K14054	murein peptide amidase A	MER0833570	M14A	MER0833570 - subfamily M14A unassigned peptidases (Bacteriovorax sp. Seq25_V) [M14.UPA]#M14A#{peptidase unit: 63-316}~source T0RHH7~	False	0.44	201.0	8.303e-55	Zinc carboxypeptidase [PF00246.27]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2452	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2452	2753980	2755089	1	C	K00773	queuine tRNA-ribosyltransferase [EC:2.4.2.29]								Queuine tRNA-ribosyltransferase [PF01702.21]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2453	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2453	2755130	2755633	-1	C	K07736	CarD family transcriptional regulator, regulator of rRNA transcription								CarD-like/TRCF domain [PF02559.19]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2454	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2454	2756301	2757908	1	C	K06885	uncharacterized protein								HD associated region [PF19276.2]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2455	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2455	2758090	2758938	1	C	K09773	[pyruvate, water dikinase]-phosphate phosphotransferase / [pyruvate, water dikinase] kinase [EC:2.7.4.28 2.7.11.33]								Kinase/pyrophosphorylase [PF03618.17]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2456	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2456	2758941	2760410	-1	C	K01883	cysteinyl-tRNA synthetase [EC:6.1.1.16]								tRNA synthetases class I (C) catalytic domain [PF01406.22]; DALR domain [PF09190.14]; tRNA synthetases class I (M) [PF09334.14]; tRNA synthetases class I (I, L, M and V) [PF00133.25]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2457	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2457	2760417	2761535	-1	C	K03686	molecular chaperone DnaJ								DnaJ C terminal domain [PF01556.21]; DnaJ domain [PF00226.34]; DnaJ central domain [PF00684.22]					1
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2458	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2458	2761709	2762674	-1	C	K02535	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]								UDP-3-O-acyl N-acetylglycosamine deacetylase [PF03331.16]	CE11	CE11 UDP-3-0-acyl N-acetylglucosamine deacetylase (EC 3.5.1.108).	3.5.1.108	CE11.hmm	0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2459	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2459	2763082	2763576	1	C	K03111	single-strand DNA-binding protein								Single-strand binding protein family [PF00436.28]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2460	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2460	2763882	2764973	1	D										Protein of unknown function (DUF819) [PF05684.15]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2461	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2461	2764992	2765711	1	C	K08641	zinc D-Ala-D-Ala dipeptidase [EC:3.4.13.22]	MER0919211	M15D	MER0919211 - subfamily M15D unassigned peptidases (Piscirickettsia salmonis) [M15.UPD]#M15D#{peptidase unit: 71-219}~source A0A0B8UCW1~	False	0.472	130.0	2.8910000000000003e-32	D-ala-D-ala dipeptidase [PF01427.20]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2462	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2462	2765733	2766401	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2463	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2463	2766440	2766901	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2464	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2464	2766952	2767533	1	C	K07494	putative transposase								DDE superfamily endonuclease [PF13358.9]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2465	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2465	2767653	2768138	1	D										Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]; GHKL domain [PF14501.9]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2466	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2466	2768158	2769165	-1	D										Histone deacetylase domain [PF00850.22]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2467	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2467	2769352	2770080	1	C	K01126	glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]								Glycerophosphoryl diester phosphodiesterase family [PF03009.20]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2468	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2468	2770068	2771387	1	C	K05813	sn-glycerol 3-phosphate transport system substrate-binding protein								Bacterial extracellular solute-binding protein [PF13416.9]; Bacterial extracellular solute-binding protein [PF01547.28]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2469	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2469	2771388	2772269	1	C	K05814	sn-glycerol 3-phosphate transport system permease protein								Binding-protein-dependent transport system inner membrane component [PF00528.25]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2470	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2470	2772272	2773117	1	C	K05815	sn-glycerol 3-phosphate transport system permease protein								Binding-protein-dependent transport system inner membrane component [PF00528.25]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2471	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2471	2773135	2774157	1	D										ABC transporter [PF00005.30]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2472	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2472	2774171	2775373	-1	D										Glycosyl transferases group 1 [PF00534.23]; Glycosyl transferases group 1 [PF13692.9]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2473	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2473	2775378	2776415	-1	D										Methyltransferase domain [PF13847.9]; Methyltransferase domain [PF13489.9]; Methyltransferase domain [PF13649.9]; Methyltransferase domain [PF08242.15]; ubiE/COQ5 methyltransferase family [PF01209.21]; Methyltransferase domain [PF08241.15]; Protein of unknown function (DUF1698) [PF08003.14]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2474	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2474	2776691	2777197	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2475	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2475	2777370	2777933	1	C	K03790	[ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]								Acetyltransferase (GNAT) domain [PF13302.10]; Acetyltransferase (GNAT) domain [PF13420.10]; GNAT acetyltransferase [PF12746.10]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2476	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2476	2778007	2778672	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2477	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2477	2778664	2780169	-1	D										AhpC/TSA family [PF00578.24]; Redoxin [PF08534.13]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2478	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2478	2780205	2780606	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2479	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2479	2780634	2781377	-1	D										ABC transporter [PF00005.30]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2480	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2480	2781374	2782333	-1	D										FecCD transport family [PF01032.21]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2481	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2481	2782374	2783201	-1	D										Periplasmic binding protein [PF01497.21]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2482	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2482	2783198	2784412	-1	C	K03089	RNA polymerase sigma-32 factor													0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2483	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2483	2784442	2785425	1	D										Diacylglycerol kinase catalytic domain [PF00781.27]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2484	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2484	2785451	2786206	1	D										Acetyltransferase (GNAT) family [PF00583.28]; Acetyltransferase (GNAT) domain [PF13508.10]; Acetyltransferase (GNAT) domain [PF13673.10]; Acetyltransferase (GNAT) domain [PF13302.10]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2485	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2485	2786253	2788607	1	C	K03657	ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]								UvrD/REP helicase N-terminal domain [PF00580.24]; UvrD-like helicase C-terminal domain [PF13361.9]; AAA domain [PF13245.9]; UvrD-like helicase C-terminal domain [PF13538.9]; Viral (Superfamily 1) RNA helicase [PF01443.21]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2486	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2486	2788631	2789302	1	D										Ribulose-phosphate 3 epimerase family [PF00834.22]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2487	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2487	2789610	2790896	1	D										RRXRR protein [PF14239.9]; HNH endonuclease [PF14279.9]; HNH endonuclease [PF13395.9]; HNH endonuclease [PF01844.26]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2488	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2488	2791061	2792065	1	D										Polyprenyl synthetase [PF00348.20]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2489	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2489	2792069	2793403	1	D			MER0922050	M16B	MER0922050 - subfamily M16B unassigned peptidases (Geobacter soli) [M16.UPB]#M16B#{peptidase unit: 10-377}~source A0A0C1U889~	False	0.316	174.0	1.018e-44	Insulinase (Peptidase family M16) [PF00675.23]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_2490	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	2490	2793501	2794469	1	C	K02031	peptide/nickel transport system ATP-binding protein								ABC transporter [PF00005.30]; Oligopeptide/dipeptide transporter, C-terminal region [PF08352.15]					0
